stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1971,7662,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1972,6917,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1973,6146,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1974,7764,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1975,9015,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1976,10188,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1977,12426,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1978,12426,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1979,11680,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1980,13528,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1981,12534,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1982,13582,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1983,13981,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1984,10806,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1985,10693,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1986,9664,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1987,7527,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1988,7958,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1989,10397,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1990,15154,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1991,17781,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1992,10891,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1993,8287,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1994,7994,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1995,6536,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1996,6976,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1997,5420,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1998,4045,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,1999,1380,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2000,3721,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2001,4280,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2002,3604,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2003,3851,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2004,3776,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2005,3525,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2006,3028,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2007,3989,,,,,,
CODGOM,NEFSC-CODGOM-1893-2008-BAUM,Atlantic cod Gulf of Maine,TL-MT,2008,,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1930,0.0433,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1931,0.0566,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1932,0.0402,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1933,0.0308,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1934,0.0269,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1935,0.0204,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1936,0.0079,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1937,0.0095,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1938,0.0071,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1939,0.0082,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1940,0.0088,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1941,0.0108,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1942,0.0039,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1943,0.0045,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1944,0.0007,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1945,0.0016,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1946,0.004,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1947,0.0064,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1948,0.0101,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1949,0.013,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1950,0.0148,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1951,0.0165,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1952,0.0123,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1953,0.0105,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1954,0.0156,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1955,0.0174,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1956,0.0219,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1957,0.0188,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1958,0.0191,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1959,0.0178,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1960,0.0195,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1961,0.0207,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1962,0.0166,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1963,0.0199,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1964,0.0181,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1965,0.0245,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1966,0.027,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1967,0.0365,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1968,0.0382,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1969,0.0465,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1970,0.0367,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1971,0.0414,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1972,0.0609,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1973,0.0715,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1974,0.0805,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1975,0.0849,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1976,0.0937,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1977,0.1013,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1978,0.1159,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1979,0.1629,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1980,0.1587,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1981,0.1797,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1982,0.2994,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1983,0.1706,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1984,0.3234,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1985,0.4183,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1986,0.4781,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1987,0.3844,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1988,0.4517,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1989,0.2187,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1990,0.1874,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1991,0.165,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1992,0.2243,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1993,0.1556,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1994,0.2551,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1995,0.1836,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1996,0.2315,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1997,0.079,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1998,0.0336,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,1999,0.0568,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2000,0.0373,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2001,0.0036,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2002,0.0033,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2003,0.0031,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2004,0.0029,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2005,0.0027,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2006,0.0026,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2007,0.0024,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2008,0.0023,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,F-1/T,2009,0.0021,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1930,1336.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1931,1295,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1932,1238.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1933,1206.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1934,1189.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1935,1177.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1936,1175.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1937,1188.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1938,1199.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1939,1214.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1940,1227.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1941,1240,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1942,1249.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1943,1267.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1944,1284.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1945,1306.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1946,1327.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1947,1343.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1948,1356.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1949,1363.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1950,1366.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1951,1366.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1952,1364.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1953,1367.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1954,1372.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1955,1370.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1956,1366.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1957,1355.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1958,1348.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1959,1342,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1960,1337.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1961,1330,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1962,1321.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1963,1319.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1964,1312.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1965,1308.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1966,1295.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1967,1280.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1968,1252.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1969,1223.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1970,1185.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1971,1161.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1972,1133.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1973,1083.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1974,1024.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1975,961.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1976,898.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1977,833.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1978,768.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1979,698.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1980,602,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1981,524.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1982,447.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1983,326.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1984,287.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1985,206.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1986,128.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1987,74.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1988,54.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1989,37.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1990,40.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1991,43.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1992,47.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1993,47.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1994,50.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1995,46.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1996,45.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1997,41.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1998,44,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,1999,48.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2000,51.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2001,54.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2002,59.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2003,65.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2004,70.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2005,75.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2006,81.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2007,86.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2008,92.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,SSB-MT,2009,97.6,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1930,2928.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1931,2844,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1932,2728.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1933,2664.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1934,2628.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1935,2604.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1936,2598.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1937,2624.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1938,2647.1,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1939,2675.8,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1940,2701.3,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1941,2725.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1942,2743.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1943,2779.7,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1944,2814,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1945,2858,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1946,2898.9,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1947,2932.4,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1948,2958.5,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1949,2973.2,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1950,2978.92,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1951,2979.07,,,,,,
COWCODSCAL,PFMC-COWCODSCAL-1930-2009-CHING,Cowcod Southern California,TB-MT,1952,2973.87,,,,,,
