"","stockid","assessid","stocklong","tsid","tsyear","tsvalue","west_east"
"2733","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1926,29222,"NWFSC"
"2734","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1927,29202,"NWFSC"
"2735","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1928,29181,"NWFSC"
"2736","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1929,29163,"NWFSC"
"2737","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1930,29119,"NWFSC"
"2738","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1931,29079,"NWFSC"
"2739","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1932,29052,"NWFSC"
"2740","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1933,29041,"NWFSC"
"2741","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1934,29039,"NWFSC"
"2742","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1935,29027,"NWFSC"
"2743","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1936,29009,"NWFSC"
"2744","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1937,28985,"NWFSC"
"2745","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1938,28971,"NWFSC"
"2746","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1939,28957,"NWFSC"
"2747","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1940,28932,"NWFSC"
"2748","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1941,28913,"NWFSC"
"2749","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1942,28899,"NWFSC"
"2750","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1943,28890,"NWFSC"
"2751","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1944,28789,"NWFSC"
"2752","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1945,28627,"NWFSC"
"2753","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1946,28309,"NWFSC"
"2754","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1947,28085,"NWFSC"
"2755","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1948,27991,"NWFSC"
"2756","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1949,27971,"NWFSC"
"2757","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1950,27963,"NWFSC"
"2758","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1951,27922,"NWFSC"
"2759","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1952,27848,"NWFSC"
"2760","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1953,27825,"NWFSC"
"2761","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1954,27798,"NWFSC"
"2762","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1955,27735,"NWFSC"
"2763","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1956,27671,"NWFSC"
"2764","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1957,27669,"NWFSC"
"2765","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1958,27640,"NWFSC"
"2766","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1959,27539,"NWFSC"
"2767","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1960,27457,"NWFSC"
"2768","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1961,27391,"NWFSC"
"2769","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1962,27400,"NWFSC"
"2770","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1963,27395,"NWFSC"
"2771","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1964,27343,"NWFSC"
"2772","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1965,27349,"NWFSC"
"2773","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1966,27276,"NWFSC"
"2774","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1967,27225,"NWFSC"
"2775","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1968,27143,"NWFSC"
"2776","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1969,27059,"NWFSC"
"2777","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1970,26926,"NWFSC"
"2778","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1971,26707,"NWFSC"
"2779","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1972,26699,"NWFSC"
"2780","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1973,26621,"NWFSC"
"2781","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1974,26479,"NWFSC"
"2782","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1975,26085,"NWFSC"
"2783","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1976,25760,"NWFSC"
"2784","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1977,25087,"NWFSC"
"2785","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1978,24466,"NWFSC"
"2786","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1979,23668,"NWFSC"
"2787","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1980,22540,"NWFSC"
"2788","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1981,21446,"NWFSC"
"2789","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1982,19831,"NWFSC"
"2790","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1983,18183,"NWFSC"
"2791","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1984,16739,"NWFSC"
"2792","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1985,15526,"NWFSC"
"2793","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1986,14537,"NWFSC"
"2794","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1987,14181,"NWFSC"
"2795","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1988,14038,"NWFSC"
"2796","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1989,14037,"NWFSC"
"2797","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1990,13804,"NWFSC"
"2798","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1991,13610,"NWFSC"
"2799","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1992,13474,"NWFSC"
"2800","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1993,13206,"NWFSC"
"2801","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1994,13709,"NWFSC"
"2802","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1995,14234,"NWFSC"
"2803","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1996,15215,"NWFSC"
"2804","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1997,16302,"NWFSC"
"2805","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1998,17373,"NWFSC"
"2806","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",1999,18447,"NWFSC"
"2807","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2000,19202,"NWFSC"
"2808","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2001,20203,"NWFSC"
"2809","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2002,20844,"NWFSC"
"2810","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2003,21618,"NWFSC"
"2811","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2004,21788,"NWFSC"
"2812","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2005,21918,"NWFSC"
"2813","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2006,21699,"NWFSC"
"2814","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TB-MT",2007,21300,"NWFSC"
"2815","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1915,0,"NWFSC"
"2816","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1916,2.9,"NWFSC"
"2817","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1917,5.9,"NWFSC"
"2818","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1918,8.8,"NWFSC"
"2819","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1919,11.7,"NWFSC"
"2820","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1920,14.7,"NWFSC"
"2821","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1921,17.6,"NWFSC"
"2822","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1922,20.5,"NWFSC"
"2823","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1923,23.5,"NWFSC"
"2824","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1924,26.4,"NWFSC"
"2825","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1925,29.3,"NWFSC"
"2826","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1926,32.3,"NWFSC"
"2827","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1927,35.2,"NWFSC"
"2828","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1928,34.4,"NWFSC"
"2829","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1929,63.1,"NWFSC"
"2830","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1930,62.5,"NWFSC"
"2831","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1931,55.5,"NWFSC"
"2832","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1932,41.7,"NWFSC"
"2833","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1933,35.4,"NWFSC"
"2834","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1934,45.5,"NWFSC"
"2835","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1935,53.3,"NWFSC"
"2836","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1936,60.5,"NWFSC"
"2837","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1937,53.7,"NWFSC"
"2838","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1938,55,"NWFSC"
"2839","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1939,67.9,"NWFSC"
"2840","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1940,64,"NWFSC"
"2841","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1941,61.1,"NWFSC"
"2842","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1942,58.6,"NWFSC"
"2843","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1943,157.7,"NWFSC"
"2844","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1944,249.2,"NWFSC"
"2845","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1945,458.7,"NWFSC"
"2846","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1946,396.9,"NWFSC"
"2847","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1947,277.3,"NWFSC"
"2848","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1948,204,"NWFSC"
"2849","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1949,187.8,"NWFSC"
"2850","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1950,220.5,"NWFSC"
"2851","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1951,257.2,"NWFSC"
"2852","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1952,201.6,"NWFSC"
"2853","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1953,205.8,"NWFSC"
"2854","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1954,241.6,"NWFSC"
"2855","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1955,246.3,"NWFSC"
"2856","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1956,183.7,"NWFSC"
"2857","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1957,210.7,"NWFSC"
"2858","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1958,286.8,"NWFSC"
"2859","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1959,272.5,"NWFSC"
"2860","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1960,264.6,"NWFSC"
"2861","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1961,191,"NWFSC"
"2862","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1962,204.6,"NWFSC"
"2863","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1963,258.1,"NWFSC"
"2864","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1964,202.7,"NWFSC"
"2865","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1965,285.7,"NWFSC"
"2866","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1966,265.5,"NWFSC"
"2867","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1967,296.7,"NWFSC"
"2868","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1968,305.3,"NWFSC"
"2869","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1969,399.5,"NWFSC"
"2870","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1970,470.6,"NWFSC"
"2871","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1971,369.7,"NWFSC"
"2872","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1972,470.9,"NWFSC"
"2873","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1973,480.4,"NWFSC"
"2874","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1974,589.6,"NWFSC"
"2875","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1975,479.6,"NWFSC"
"2876","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1976,642.6,"NWFSC"
"2877","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1977,637.8,"NWFSC"
"2878","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1978,659,"NWFSC"
"2879","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1979,967,"NWFSC"
"2880","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1980,898.7,"NWFSC"
"2881","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1981,1344.9,"NWFSC"
"2882","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1982,1455.3,"NWFSC"
"2883","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1983,1303.5,"NWFSC"
"2884","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1984,1206.9,"NWFSC"
"2885","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1985,1134.8,"NWFSC"
"2886","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1986,767.4,"NWFSC"
"2887","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1987,591.4,"NWFSC"
"2888","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1988,616.8,"NWFSC"
"2889","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1989,798.8,"NWFSC"
"2890","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1990,882.1,"NWFSC"
"2891","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish Southern Pacific Coast","TC-MT",1991,962.5,"NWFSC"
