stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2003,238.4,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2004,268.9,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2005,334.3,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2006,323.3,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,1995,216.2024374,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,1996,234.1151014,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,1997,181.3348325,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,1998,242.6868393,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,1999,154.2262556,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2000,143.314136,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2001,175.6758481,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2002,169.8349085,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2003,175.8792344,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2004,215.906488,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2005,271.329082,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2006,269,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2007,260,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2008,156,,,,,,,,,,,,,,,,,
BLACKROCKNPCOAST,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,Black rockfish Northern Pacific Coast,TC-MT,2009,206.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2000,1200,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2001,1115,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2002,1115,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2003,1115,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2004,775,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2005,753,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2006,736,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,OFL-MT,2007,722,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1915,0,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1916,2.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1917,5.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1918,8.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1919,11.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1920,14.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1921,17.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1922,20.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1923,23.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1924,26.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1925,29.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1926,32.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1927,35.2,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1928,34.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1929,63.1,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1930,62.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1931,55.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1932,41.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1933,35.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1934,45.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1935,53.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1936,60.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1937,53.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1938,55,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1939,67.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1940,64,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1941,61.1,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1942,58.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1943,157.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1944,249.2,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1945,458.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1946,396.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1947,277.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1948,204,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1949,187.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1950,220.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1951,257.2,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1952,201.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1953,205.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1954,241.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1955,246.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1956,183.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1957,210.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1958,286.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1959,272.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1960,264.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1961,191,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1962,204.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1963,258.1,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1964,202.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1965,285.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1966,265.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1967,296.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1968,305.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1969,399.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1970,470.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1971,369.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1972,470.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1973,480.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1974,589.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1975,479.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1976,642.6,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1977,637.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1978,659,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1979,967,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1980,898.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1981,1344.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1982,1455.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1983,1303.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1984,1206.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1985,1134.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1986,767.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1987,591.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1988,616.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1989,798.8,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1990,882.1,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1991,962.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1992,1269.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1993,868.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1994,842.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1995,847.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1996,850.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1997,814.3,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1998,754.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,1999,703.2,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2000,655.4,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2001,876,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2002,689.1,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2003,1060.9,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2004,686.5,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2005,717.7,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2006,627.2,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,TC-MT,2007,,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2004,775,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2005,753,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2006,736,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2007,722,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2008,722,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2009,1000,,,,,,,,,,,,,,,,,
BLACKROCKSPCOAST,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,Black rockfish Southern Pacific Coast,ACL-MT,2010,1000,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1968,1930,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1969,1869,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1970,2028,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1971,1106,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1972,1573,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1973,2260,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1974,2348,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1975,3471,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1976,3452,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1977,4252,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1978,3364,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1979,1841,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1980,1992,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1981,1779,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1982,5756,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1983,3503,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1984,2607,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1985,2620,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1986,7758,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1987,2843,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1988,3426,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1989,3122,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1990,3173,,,,,,,,,,,,,,,,,
BSBASSMATLC,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Black sea bass Mid-Atlantic Coast,TC-MT,1991,3421,,,,,,,,,,,,,,,,,
