"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"1946","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",2006,245.47,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,1.49676829268293
"1947","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",1994,239.93,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,1.46298780487805
"1948","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",2000,241.52,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,1.47268292682927
"1949","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",2009,214.32,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,1.30682926829268
"1950","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",1976,379.05,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,2.31128048780488
"1951","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",2007,235.04,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,1.43317073170732
"1952","SSB-MT cabezon oregon coast","CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSB-MT",1977,374.36,"CABEZORECOAST","NWFSC-CABEZORECOAST-1973-2009-STACHURA","cabezon oregon coast","SSBmsy-MT",164,2.28268292682927
"1953","SSB-MT cabezon southern california",NA,NA,NA,NA,NA,NA,"CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","SSBmsy-MT",67,NA
"1954","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1990,NA,NA,NA,NA,NA,NA,NA
"1955","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1991,NA,NA,NA,NA,NA,NA,NA
"1956","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1992,NA,NA,NA,NA,NA,NA,NA
"1957","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1993,NA,NA,NA,NA,NA,NA,NA
"1958","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1994,NA,NA,NA,NA,NA,NA,NA
"1959","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1995,530,NA,NA,NA,NA,NA,NA
"1960","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1996,580,NA,NA,NA,NA,NA,NA
"1961","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1997,629,NA,NA,NA,NA,NA,NA
"1962","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1998,663,NA,NA,NA,NA,NA,NA
"1963","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",1999,691,NA,NA,NA,NA,NA,NA
"1964","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2000,636,NA,NA,NA,NA,NA,NA
"1965","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2001,612,NA,NA,NA,NA,NA,NA
"1966","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2002,623,NA,NA,NA,NA,NA,NA
"1967","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2003,704,NA,NA,NA,NA,NA,NA
"1968","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2004,774,NA,NA,NA,NA,NA,NA
"1969","SSB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","SSB-MT",2005,816,NA,NA,NA,NA,NA,NA
"1970","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1954,21807,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.08400229357798
"1971","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1984,9338,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.892392966360856
"1972","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1993,3589,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.342985474006116
"1973","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1990,5740,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.548547400611621
"1974","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1953,21896,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.09250764525994
"1975","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1955,21627,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.0668004587156
"1976","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1985,8929,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.853306574923547
"1977","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1958,20753,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.98327599388379
"1978","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1962,19835,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.89554663608563
"1979","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1963,19504,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.86391437308868
"1980","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1952,22062,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.10837155963303
"1981","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1964,19430,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.85684250764526
"1982","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1961,20058,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.91685779816514
"1983","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1967,18704,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.78746177370031
"1984","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1957,21104,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.01681957186544
"1985","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1951,22265,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.12777140672783
"1986","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1989,6588,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.629587155963303
"1987","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1943,27160,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.59556574923547
"1988","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1960,20331,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.94294724770642
"1989","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1972,18024,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.72247706422018
"1990","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1924,27713,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.64841360856269
"1991","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1956,21450,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.04988532110092
"1992","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1950,22489,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.14917813455657
"1993","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1974,17374,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.66035932721713
"1994","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1916,27846,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.66112385321101
"1995","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1996,3246,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.310206422018349
"1996","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1994,3157,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.301701070336391
"1997","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2002,3849,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.367832568807339
"1998","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2003,4196,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.400993883792049
"1999","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1968,18868,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.80313455657492
"2000","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1959,20553,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.9641628440367
"2001","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1971,18366,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.75516055045872
"2002","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1992,4272,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.408256880733945
"2003","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1995,3168,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.302752293577982
"2004","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1991,5103,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.487672018348624
"2005","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1942,27308,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.60970948012232
"2006","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1983,10769,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.02914755351682
"2007","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1997,3181,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.303994648318043
"2008","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2008,5720,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.546636085626911
"2009","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1966,19034,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.81899847094801
"2010","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1976,16909,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.61592125382263
"2011","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1987,8005,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.765003822629969
"2012","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1988,7298,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.697438837920489
"2013","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1918,27806,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.65730122324159
"2014","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2004,4520,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.431957186544343
"2015","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1970,18555,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.77322247706422
"2016","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1923,27726,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.64965596330275
"2017","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1941,27384,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.61697247706422
"2018","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1940,27442,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.62251529051988
"2019","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1973,17768,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.6980122324159
"2020","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2011,6458,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.617163608562691
"2021","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1999,3026,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.289181957186544
"2022","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1965,19243,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.83897171253823
"2023","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1949,22729,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.17211391437309
"2024","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2000,3124,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.298547400611621
"2025","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2001,3483,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.332855504587156
"2026","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1917,27830,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.65959480122324
"2027","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1934,27520,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.62996941896024
"2028","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1969,18591,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.7766628440367
"2029","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1922,27737,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.65070718654434
"2030","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2007,5431,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.519017584097859
"2031","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1979,15208,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.45336391437309
"2032","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1981,13138,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.25554281345566
"2033","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1982,12368,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.18195718654434
"2034","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",2009,5997,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.573107798165138
"2035","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1948,23018,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.19973241590214
"2036","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1998,3130,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,0.299120795107034
"2037","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1932,27544,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.6322629969419
"2038","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1977,16832,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,1.6085626911315
"2039","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1933,27531,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.63102064220183
"2040","SSB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSB-MT",1930,27600,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","SSBmsy-MT",10464,2.63761467889908
