"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"219.2","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2012,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
"219.3","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2013,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
"229.1","greenstriped rockfish pacific coast 2009",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2010,"SSB-eggs",5736280000,"SSBmsy-eggs",2.039e+09,2.8132810201079,"west","not overfished","above","none","not"
"229.2","greenstriped rockfish pacific coast 2009",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2011,"SSB-eggs",5736280000,"SSBmsy-eggs",2.039e+09,2.8132810201079,"west","not overfished","above","none","not"
"229.3","greenstriped rockfish pacific coast 2009",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2012,"SSB-eggs",5736280000,"SSBmsy-eggs",2.039e+09,2.8132810201079,"west","not overfished","above","none","not"
"229.4","greenstriped rockfish pacific coast 2009",0.00439882697947214,0.0682,"Fmsy-1/yr",3e-04,"ER-ratio","greenstriped rockfish pacific coast","greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON",2013,"SSB-eggs",5736280000,"SSBmsy-eggs",2.039e+09,2.8132810201079,"west","not overfished","above","none","not"
"252.1","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2005,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.2","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2006,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.3","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2007,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.4","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2008,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.5","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2009,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.6","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2010,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.7","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2011,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.8","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2012,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"252.9","kelp greenling oregon coast 2004",0.593432,0.125,"Fmsy-1/T",0.074179,"ER-ratio","kelp greenling oregon coast","kelp greenling oregon coast","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",2013,"SSB-MT",170.212,"SSBmsy-MT",123,1.38383739837398,"west","not overfished","above","none","not"
"255","lingcod northern pacific coast 2000",2.34687142857143,0.14,"Fmsy-1/yr",0.328562,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2000,"SSB-MT",5244,"SSBmsy-MT",13230,0.396371882086168,"west","Overfished","below","high","not"
"257","lingcod northern pacific coast 2001",2.14440714285714,0.14,"Fmsy-1/yr",0.300217,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2001,"SSB-MT",6030,"SSBmsy-MT",13230,0.45578231292517,"west","Overfished","below","high","not"
"259","lingcod northern pacific coast 2002",2.70120714285714,0.14,"Umsy-ratio",0.378169,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2002,"SSB-MT",6840,"SSBmsy-MT",13230,0.517006802721088,"west","not overfished","below","high","not"
"261","lingcod northern pacific coast 2003",2.15282857142857,0.14,"Fmsy-1/yr",0.301396,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2003,"SSB-MT",7837,"SSBmsy-MT",13230,0.592365835222978,"west","not overfished","below","high","not"
"263","lingcod northern pacific coast 2004",1.74595714285714,0.14,"Fmsy-1/yr",0.244434,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2004,"SSB-MT",9437,"SSBmsy-MT",13230,0.713303099017385,"west","not overfished","below","high","not"
"265","lingcod northern pacific coast 2005",1.75780714285714,0.14,"Umsy-ratio",0.246093,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2005,"SSB-MT",11689,"SSBmsy-MT",13230,0.883522297808012,"west","not overfished","below","high","not"
"267","lingcod northern pacific coast 2006",1.83321428571429,0.14,"Umsy-ratio",0.25665,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2006,"SSB-MT",14271,"SSBmsy-MT",13230,1.07868480725624,"west","not overfished","above","high","not"
"269","lingcod northern pacific coast 2007",1.64461428571429,0.14,"Umsy-ratio",0.230246,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2007,"SSB-MT",16710,"SSBmsy-MT",13230,1.26303854875283,"west","not overfished","above","high","not"
"271","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2008,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"2711","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2009,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"270.1","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2010,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"271.1","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2011,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"270.2","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2012,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"271.2","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2013,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"270.3","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2008,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"271.3","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2009,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"270.4","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2010,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"271.4","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2011,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"270.5","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2012,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"271.5","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2013,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west","not overfished","above","high","not"
"274","lingcod southern pacific coast 2000",0.23,0.08,"Fmsy-1/yr",0.0184,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2000,"SSB-MT",3157,"SSBmsy-MT",10124,0.311833267483208,"west","Overfished","below","none","not"
"276","lingcod southern pacific coast 2001",0.215,0.08,"Fmsy-1/yr",0.0172,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2001,"SSB-MT",3809,"SSBmsy-MT",10124,0.376234689845911,"west","Overfished","below","none","not"
"278","lingcod southern pacific coast 2002",0.2275,0.08,"Fmsy-1/yr",0.0182,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2002,"SSB-MT",4693,"SSBmsy-MT",10124,0.463551955748716,"west","Overfished","below","none","not"
"280","lingcod southern pacific coast 2003",0.11,0.08,"Umsy-ratio",0.0088,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2003,"SSB-MT",5788,"SSBmsy-MT",10124,0.571710786250494,"west","not overfished","below","none","not"
"282","lingcod southern pacific coast 2004",0.10375,0.08,"Umsy-ratio",0.0083,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2004,"SSB-MT",7278,"SSBmsy-MT",10124,0.71888581588305,"west","not overfished","below","none","not"
"284","lingcod southern pacific coast 2005",0.07625,0.08,"Fmsy-1/yr",0.0061,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2005,"SSB-MT",9699,"SSBmsy-MT",10124,0.958020545239036,"west","not overfished","below","none","not"
"286","lingcod southern pacific coast 2006",0.06375,0.08,"Umsy-ratio",0.0051,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2006,"SSB-MT",12233,"SSBmsy-MT",10124,1.20831687080205,"west","not overfished","above","none","not"
"288","lingcod southern pacific coast 2007",0.07125,0.08,"Fmsy-1/yr",0.0057,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2007,"SSB-MT",14652,"SSBmsy-MT",10124,1.44725404978269,"west","not overfished","above","none","not"
"290","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2008,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"2901","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2009,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"289.1","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2010,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"290.1","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2011,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"289.2","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2012,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"290.2","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2013,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"289.3","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2008,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"290.3","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2009,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"289.4","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2010,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"290.4","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2011,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"289.5","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2012,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"290.5","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2013,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west","not overfished","above","none","not"
"298.1","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2008,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"298.2","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2009,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"298.3","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2010,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"298.4","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2011,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"298.5","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2012,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"298.6","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2013,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west","not overfished","above","none","not"
"311.1","longspine thornyhead pacific coast 2012",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2013,"SSB-MT",28698,"SSBmsy-MT",13108,2.18935001525786,"west","not overfished","above","none","not"
"336.1","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2011,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"336.2","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2012,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"336.3","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2013,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"350.1","petrale sole pacific coast 2012",0.421052631578947,0.19,"Umsy-ratio",0.08,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2013,"SSB-MT",5465,"SSBmsy-MT",7146,0.764763504058214,"west","not overfished","below","none","rebuilding"
"373.1","rougheye and blackspotted rockfish complex pacific coast 2012",0.432075471698113,0.053,"Umsy-ratio",0.0229,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2013,"SSB-MT",8494,"SSBmsy-MT",1305,6.5088122605364,"west","not overfished","above","none","not"
"385.1","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2011,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"385.2","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2012,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"385.3","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2013,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"399.1","shortspine thornyhead pacific coast 2012",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2013,"SSB-MT",141200,"SSBmsy-MT",64600,2.18575851393189,"west","not overfished","above","none","not"
"408.1","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2009,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.2","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2010,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.3","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2011,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.4","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2012,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.5","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2013,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"414.1","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2005,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.2","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2006,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.3","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2007,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
